   37.56 C
      frequency    real         imag
      273.07    -0.0008046    -0.0018622
      273.08    -0.0008136    -0.0018782
      273.09    -0.0008192    -0.0018819
      273.10    -0.0008533    -0.0019117
      273.11    -0.0008209    -0.0018139
      273.12    -0.0010437    -0.0017555
      273.13    -0.0007766    -0.0019827
      273.14    -0.0008201    -0.0018821
      273.16    -0.0006521    -0.0019280
      273.17    -0.0009083    -0.0019717
      273.18    -0.0008110    -0.0020801
      273.19    -0.0006694    -0.0018767
      273.20    -0.0008067    -0.0020412
      273.21    -0.0007520    -0.0019339
      273.22    -0.0007456    -0.0018349
      273.23    -0.0007992    -0.0020799
      273.24    -0.0009557    -0.0020471
      273.25    -0.0009704    -0.0019654
      273.27    -0.0008877    -0.0019083
      273.28    -0.0007643    -0.0019644
      273.29    -0.0009325    -0.0018580
      273.30    -0.0009260    -0.0019951
      273.31    -0.0011153    -0.0018965
      273.32    -0.0008895    -0.0018948
      273.33    -0.0007935    -0.0018476
      273.34    -0.0009620    -0.0019170
      273.35    -0.0007976    -0.0019018
      273.36    -0.0007496    -0.0020407
      273.38    -0.0007919    -0.0020404
      273.39    -0.0008763    -0.0019590
      273.40    -0.0007520    -0.0021308
      273.41    -0.0010098    -0.0020192
      273.42    -0.0008922    -0.0018668
      273.43    -0.0008475    -0.0019872
      273.44    -0.0008388    -0.0019150
      273.45    -0.0009646    -0.0020780
      273.46    -0.0009845    -0.0019927
      273.47    -0.0008906    -0.0018983
      273.49    -0.0009672    -0.0019031
      273.50    -0.0009385    -0.0019713
      273.51    -0.0009417    -0.0018804
      273.52    -0.0008676    -0.0019754
      273.53    -0.0009672    -0.0019397
      273.54    -0.0009033    -0.0017488
      273.55    -0.0008972    -0.0019311
      273.56    -0.0008217    -0.0019738
      273.57    -0.0009105    -0.0018889
      273.58    -0.0008204    -0.0018992
      273.60    -0.0007646    -0.0020034
      273.61    -0.0008129    -0.0018944
      273.62    -0.0010371    -0.0018286
      273.63    -0.0009662    -0.0018316
      273.64    -0.0010358    -0.0019406
      273.65    -0.0009112    -0.0021077
      273.66    -0.0009668    -0.0019052
      273.67    -0.0010134    -0.0018699
      273.68    -0.0007756    -0.0020440
      273.69    -0.0008550    -0.0019102
      273.71    -0.0008181    -0.0019032
      273.72    -0.0009989    -0.0020686
      273.73    -0.0009130    -0.0020445
      273.74    -0.0007877    -0.0018338
      273.75    -0.0007820    -0.0018853
      273.76    -0.0009725    -0.0018865
      273.77    -0.0007995    -0.0019403
      273.78    -0.0008226    -0.0018562
      273.79    -0.0008285    -0.0019265
      273.80    -0.0009332    -0.0019520
      273.82    -0.0010993    -0.0020343
      273.83    -0.0007701    -0.0020256
      273.84    -0.0008085    -0.0018935
      273.85    -0.0009041    -0.0017216
      273.86    -0.0010444    -0.0019012
      273.87    -0.0009586    -0.0020311
      273.88    -0.0007236    -0.0019925
      273.89    -0.0008546    -0.0019836
      273.90    -0.0009276    -0.0020441
      273.91    -0.0009688    -0.0019516
      273.93    -0.0009086    -0.0019592
      273.94    -0.0008849    -0.0018449
      273.95    -0.0009186    -0.0019760
      273.96    -0.0009139    -0.0019596
      273.97    -0.0008318    -0.0017795
      273.98    -0.0007932    -0.0019078
      273.99    -0.0009450    -0.0018292
      274.00    -0.0010194    -0.0019759
      274.01    -0.0009775    -0.0018921
      274.02    -0.0008018    -0.0019860
      274.04    -0.0008994    -0.0019301
      274.05    -0.0009641    -0.0019370
      274.06    -0.0008391    -0.0019443
      274.07    -0.0009588    -0.0019858
      274.08    -0.0008009    -0.0019644
      274.09    -0.0008966    -0.0018225
      274.10    -0.0008820    -0.0019716
      274.11    -0.0010034    -0.0020314
      274.12    -0.0009433    -0.0018753
      274.13    -0.0008451    -0.0017253
      274.15    -0.0010665    -0.0020451
      274.16    -0.0007614    -0.0021899
      274.17    -0.0008772    -0.0017086
      274.18    -0.0009250    -0.0019561
      274.19    -0.0009840    -0.0019366
      274.20    -0.0009031    -0.0018941
      274.21    -0.0007690    -0.0019109
      274.22    -0.0008540    -0.0018514
      274.23    -0.0006745    -0.0019697
      274.24    -0.0010361    -0.0018875
      274.26    -0.0011228    -0.0019700
      274.27    -0.0010064    -0.0018805
      274.28    -0.0008050    -0.0018768
      274.29    -0.0009369    -0.0020839
      274.30    -0.0009779    -0.0018602
      274.31    -0.0006789    -0.0018617
      274.32    -0.0009802    -0.0019380
      274.33    -0.0010013    -0.0020193
      274.34    -0.0010433    -0.0018917
      274.35    -0.0009473    -0.0017899
      274.37    -0.0012165    -0.0019795
      274.38    -0.0008831    -0.0018148
      274.39    -0.0008921    -0.0019171
      274.40    -0.0007399    -0.0018920
      274.41    -0.0009572    -0.0020891
      274.42    -0.0010458    -0.0017576
      274.43    -0.0010765    -0.0020529
      274.44    -0.0008335    -0.0017597
      274.45    -0.0009542    -0.0019296
      274.46    -0.0009216    -0.0018360
      274.48    -0.0008989    -0.0018540
      274.49    -0.0008395    -0.0018949
      274.50    -0.0008728    -0.0018105
      274.51    -0.0010474    -0.0019177
      274.52    -0.0009892    -0.0018072
      274.53    -0.0009807    -0.0018737
      274.54    -0.0009983    -0.0018853
      274.55    -0.0009611    -0.0020257
      274.56    -0.0009678    -0.0017496
      274.57    -0.0009311    -0.0019350
      274.59    -0.0010337    -0.0017963
      274.60    -0.0009356    -0.0017968
      274.61    -0.0008495    -0.0020276
      274.62    -0.0009658    -0.0019041
      274.63    -0.0010035    -0.0020723
      274.64    -0.0010811    -0.0018361
      274.65    -0.0008947    -0.0018996
      274.66    -0.0011341    -0.0018312
      274.67    -0.0009491    -0.0018724
      274.68    -0.0009992    -0.0018906
      274.70    -0.0010839    -0.0019792
      274.71    -0.0008307    -0.0019394
      274.72    -0.0010249    -0.0019931
      274.73    -0.0009956    -0.0017770
      274.74    -0.0009662    -0.0018793
      274.75    -0.0009112    -0.0018956
      274.76    -0.0008700    -0.0018799
      274.77    -0.0010556    -0.0018991
      274.78    -0.0009366    -0.0019691
      274.79    -0.0011074    -0.0017829
      274.81    -0.0007438    -0.0018988
      274.82    -0.0007968    -0.0017915
      274.83    -0.0009049    -0.0017989
      274.84    -0.0009738    -0.0019300
      274.85    -0.0008704    -0.0018363
      274.86    -0.0008542    -0.0018010
      274.87    -0.0010367    -0.0020189
      274.88    -0.0010435    -0.0016642
      274.89    -0.0008151    -0.0018273
      274.90    -0.0010033    -0.0019002
      274.92    -0.0009442    -0.0018684
      274.93    -0.0009272    -0.0018502
      274.94    -0.0010459    -0.0018743
      274.95    -0.0008632    -0.0018347
      274.96    -0.0006407    -0.0019437
      274.97    -0.0009526    -0.0018746
      274.98    -0.0010366    -0.0018162
      274.99    -0.0008958    -0.0018030
      275.00    -0.0009614    -0.0018406
      275.01    -0.0008553    -0.0018727
      275.03    -0.0008900    -0.0018499
      275.04    -0.0008736    -0.0018239
      275.05    -0.0009955    -0.0018170
      275.06    -0.0008712    -0.0018788
      275.07    -0.0011837    -0.0017209
      275.08    -0.0008925    -0.0017742
      275.09    -0.0008801    -0.0018457
      275.10    -0.0007875    -0.0018231
      275.11    -0.0008060    -0.0018404
      275.12    -0.0010425    -0.0019098
      275.14    -0.0009201    -0.0019569
      275.15    -0.0009605    -0.0016967
      275.16    -0.0008574    -0.0019379
      275.17    -0.0007658    -0.0019520
      275.18    -0.0009300    -0.0018061
      275.19    -0.0009133    -0.0018784
      275.20    -0.0009023    -0.0018195
      275.21    -0.0007829    -0.0018657
      275.22    -0.0007919    -0.0018243
      275.23    -0.0008313    -0.0018387
      275.25    -0.0007866    -0.0018251
      275.26    -0.0009108    -0.0019810
      275.27    -0.0009367    -0.0019828
      275.28    -0.0010260    -0.0018620
      275.29    -0.0008892    -0.0019804
      275.30    -0.0009532    -0.0019852
      275.31    -0.0009392    -0.0017508
      275.32    -0.0008737    -0.0019003
      275.33    -0.0008463    -0.0017899
      275.34    -0.0009556    -0.0017111
      275.36    -0.0009724    -0.0018139
      275.37    -0.0009132    -0.0017980
      275.38    -0.0008332    -0.0017952
      275.39    -0.0008032    -0.0017022
      275.40    -0.0008836    -0.0019014
      275.41    -0.0008648    -0.0017742
      275.42    -0.0008600    -0.0018561
      275.43    -0.0008798    -0.0018741
      275.44    -0.0008456    -0.0017152
      275.45    -0.0009599    -0.0018587
      275.47    -0.0007680    -0.0018613
      275.48    -0.0008304    -0.0019276
      275.49    -0.0007879    -0.0021128
      275.50    -0.0008639    -0.0019059
      275.51    -0.0008557    -0.0019501
      275.52    -0.0009265    -0.0018439
      275.53    -0.0007459    -0.0018338
      275.54    -0.0008155    -0.0019288
      275.55    -0.0008666    -0.0018229
      275.56    -0.0008698    -0.0018951
      275.58    -0.0010145    -0.0017163
      275.59    -0.0007246    -0.0020465
      275.60    -0.0008262    -0.0018675
      275.61    -0.0009829    -0.0020462
      275.62    -0.0009079    -0.0018515
      275.63    -0.0008225    -0.0019804
      275.64    -0.0010036    -0.0018827
      275.65    -0.0009728    -0.0018047
      275.66    -0.0007641    -0.0019899
      275.67    -0.0009326    -0.0017882
      275.69    -0.0009035    -0.0017617
      275.70    -0.0008552    -0.0018679
      275.71    -0.0008911    -0.0018748
      275.72    -0.0008741    -0.0018294
      275.73    -0.0009198    -0.0019243
      275.74    -0.0008925    -0.0019401
      275.75    -0.0008208    -0.0017211
      275.76    -0.0009888    -0.0020002
      275.77    -0.0009742    -0.0018961
      275.78    -0.0009420    -0.0017993
      275.80    -0.0010026    -0.0019357
      275.81    -0.0009564    -0.0018396
      275.82    -0.0010089    -0.0018318
      275.83    -0.0009756    -0.0018497
      275.84    -0.0008580    -0.0019926
      275.85    -0.0008495    -0.0019121
      275.86    -0.0010047    -0.0019467
      275.87    -0.0009497    -0.0019458
      275.88    -0.0009501    -0.0018372
      275.89    -0.0009270    -0.0020785
      275.91    -0.0009085    -0.0018960
      275.92    -0.0007911    -0.0018796
      275.93    -0.0010125    -0.0019461
      275.94    -0.0010279    -0.0017506
      275.95    -0.0010044    -0.0019405
      275.96    -0.0010077    -0.0018296
      275.97    -0.0007501    -0.0018581
      275.98    -0.0008878    -0.0017869
      275.99    -0.0006957    -0.0018232
      276.00    -0.0010167    -0.0017810
      276.02    -0.0008363    -0.0022094
      276.03    -0.0008427    -0.0020123
      276.04    -0.0009433    -0.0019473
      276.05    -0.0008436    -0.0019247
      276.06    -0.0008661    -0.0018079
      276.07    -0.0007857    -0.0019220
      276.08    -0.0008377    -0.0019456
      276.09    -0.0009948    -0.0018873
      276.10    -0.0010779    -0.0020564
      276.11    -0.0009109    -0.0019949
      276.13    -0.0009091    -0.0019239
      276.14    -0.0009968    -0.0020533
      276.15    -0.0008915    -0.0017661
      276.16    -0.0009301    -0.0019591
      276.17    -0.0010733    -0.0019377
      276.18    -0.0008703    -0.0017481
      276.19    -0.0009247    -0.0019024
      276.20    -0.0008794    -0.0019005
      276.21    -0.0010876    -0.0018688
      276.22    -0.0011024    -0.0017461
      276.24    -0.0009631    -0.0019600
      276.25    -0.0009355    -0.0020470
      276.26    -0.0010168    -0.0020119
      276.27    -0.0008820    -0.0019291
      276.28    -0.0010435    -0.0020837
      276.29    -0.0010649    -0.0019103
      276.30    -0.0009812    -0.0018843
      276.31    -0.0011135    -0.0018660
      276.32    -0.0011146    -0.0018147
      276.33    -0.0009040    -0.0018785
      276.35    -0.0010727    -0.0017301
      276.36    -0.0007702    -0.0018148
      276.37    -0.0010879    -0.0021157
      276.38    -0.0009394    -0.0019578
      276.39    -0.0009103    -0.0020010
      276.40    -0.0010537    -0.0020003
      276.41    -0.0011626    -0.0019255
      276.42    -0.0008556    -0.0019745
      276.43    -0.0007829    -0.0019033
      276.44    -0.0008619    -0.0019042
      276.46    -0.0009947    -0.0019357
      276.47    -0.0009382    -0.0018543
      276.48    -0.0008930    -0.0019412
      276.49    -0.0010177    -0.0019944
      276.50    -0.0010036    -0.0017931
      276.51    -0.0010706    -0.0018362
      276.52    -0.0009806    -0.0018083
      276.53    -0.0009905    -0.0019988
      276.54    -0.0010442    -0.0020716
      276.55    -0.0009815    -0.0020843
      276.57    -0.0010042    -0.0019347
      276.58    -0.0010379    -0.0020428
      276.59    -0.0010579    -0.0020544
      276.60    -0.0010002    -0.0020746
      276.61    -0.0009275    -0.0019877
      276.62    -0.0010028    -0.0019057
      276.63    -0.0009275    -0.0018879
      276.64    -0.0009896    -0.0018443
      276.65    -0.0010111    -0.0019041
      276.66    -0.0010833    -0.0017769
      276.68    -0.0009675    -0.0018722
      276.69    -0.0012513    -0.0019106
      276.70    -0.0008736    -0.0018950
      276.71    -0.0009086    -0.0021033
      276.72    -0.0010937    -0.0020534
      276.73    -0.0009985    -0.0018953
      276.74    -0.0009037    -0.0017784
      276.75    -0.0010316    -0.0019207
      276.76    -0.0009466    -0.0018433
      276.77    -0.0009426    -0.0017779
      276.79    -0.0009533    -0.0017494
      276.80    -0.0009622    -0.0020131
      276.81    -0.0009436    -0.0019685
      276.82    -0.0008975    -0.0019578
      276.83    -0.0010604    -0.0018707
      276.84    -0.0009878    -0.0018883
      276.85    -0.0010751    -0.0019910
      276.86    -0.0011802    -0.0021430
      276.87    -0.0009396    -0.0019207
      276.88    -0.0009666    -0.0020585
      276.90    -0.0008982    -0.0018759
      276.91    -0.0008716    -0.0020444
      276.92    -0.0010298    -0.0016802
      276.93    -0.0009552    -0.0018431
      276.94    -0.0009588    -0.0018450
      276.95    -0.0010462    -0.0019582
      276.96    -0.0011178    -0.0018998
      276.97    -0.0010698    -0.0019848
      276.98    -0.0009660    -0.0019251
      277.00    -0.0009833    -0.0019728
      277.01    -0.0010074    -0.0018124
      277.02    -0.0011184    -0.0018746
      277.03    -0.0010172    -0.0017414
      277.04    -0.0009873    -0.0017364
      277.05    -0.0011318    -0.0018349
      277.06    -0.0010585    -0.0017005
      277.07    -0.0010111    -0.0019252
      277.08    -0.0010180    -0.0018715
      277.09    -0.0010248    -0.0018059
      277.11    -0.0010084    -0.0018803
      277.12    -0.0009803    -0.0018648
      277.13    -0.0009571    -0.0019117
      277.14    -0.0010946    -0.0017635
      277.15    -0.0008899    -0.0017515
      277.16    -0.0010836    -0.0018669
      277.17    -0.0011951    -0.0019194
      277.18    -0.0009053    -0.0020185
      277.19    -0.0009496    -0.0019582
      277.20    -0.0008121    -0.0016779
      277.22    -0.0009563    -0.0019115
      277.23    -0.0008338    -0.0019169
      277.24    -0.0010402    -0.0019236
      277.25    -0.0008757    -0.0016554
      277.26    -0.0010674    -0.0017514
      277.27    -0.0011081    -0.0017645
      277.28    -0.0010909    -0.0018160
      277.29    -0.0011084    -0.0018432
      277.30    -0.0010740    -0.0018551
      277.31    -0.0009598    -0.0018854
      277.33    -0.0009001    -0.0018142
      277.34    -0.0009355    -0.0017282
      277.35    -0.0011710    -0.0018913
      277.36    -0.0008901    -0.0020015
      277.37    -0.0008674    -0.0017853
      277.38    -0.0010889    -0.0018404
      277.39    -0.0009610    -0.0018512
      277.40    -0.0010390    -0.0018323
      277.41    -0.0010683    -0.0018612
      277.42    -0.0009203    -0.0017979
      277.44    -0.0011064    -0.0019100
      277.45    -0.0010604    -0.0017993
      277.46    -0.0010284    -0.0019689
      277.47    -0.0009410    -0.0016263
      277.48    -0.0010721    -0.0018979
      277.49    -0.0010113    -0.0017872
      277.50    -0.0011590    -0.0018497
      277.51    -0.0010673    -0.0017354
      277.52    -0.0011170    -0.0017350
      277.53    -0.0011049    -0.0022038
      277.55    -0.0010861    -0.0018768
      277.56    -0.0009540    -0.0019579
      277.57    -0.0010149    -0.0019346
      277.58    -0.0010293    -0.0018256
      277.59    -0.0011972    -0.0016407
      277.60    -0.0008863    -0.0018655
      277.61    -0.0011529    -0.0018888
      277.62    -0.0009926    -0.0017445
      277.63    -0.0009143    -0.0019285
      277.64    -0.0011214    -0.0018316
      277.66    -0.0011604    -0.0018277
      277.67    -0.0010764    -0.0019135
      277.68    -0.0010245    -0.0018407
      277.69    -0.0011049    -0.0018918
      277.70    -0.0008691    -0.0018351
      277.71    -0.0009484    -0.0016377
      277.72    -0.0009608    -0.0018266
      277.73    -0.0009066    -0.0018273
      277.74    -0.0009841    -0.0018260
      277.75    -0.0011033    -0.0017306
      277.77    -0.0009362    -0.0018796
      277.78    -0.0011101    -0.0019379
      277.79    -0.0009708    -0.0018664
      277.80    -0.0010735    -0.0017731
      277.81    -0.0010608    -0.0016582
      277.82    -0.0009279    -0.0020404
      277.83    -0.0009003    -0.0019262
      277.84    -0.0010787    -0.0019318
      277.85    -0.0007655    -0.0020100
      277.86    -0.0008352    -0.0017261
      277.88    -0.0010286    -0.0019045
      277.89    -0.0012316    -0.0018199
      277.90    -0.0009911    -0.0016618
      277.91    -0.0010472    -0.0018836
      277.92    -0.0010071    -0.0019287
      277.93    -0.0010021    -0.0017833
      277.94    -0.0011315    -0.0016800
      277.95    -0.0010737    -0.0018512
      277.96    -0.0010634    -0.0019083
      277.97    -0.0011518    -0.0018962
      277.99    -0.0009283    -0.0019468
      278.00    -0.0009862    -0.0017172
      278.01    -0.0008391    -0.0018385
      278.02    -0.0009835    -0.0017187
      278.03    -0.0009822    -0.0018339
      278.04    -0.0010198    -0.0018136
      278.05    -0.0010631    -0.0017498
      278.06    -0.0008073    -0.0018328
      278.07    -0.0008276    -0.0018090
      278.08    -0.0009529    -0.0018649
      278.10    -0.0009024    -0.0015657
      278.11    -0.0008770    -0.0017437
      278.12    -0.0010025    -0.0017634
      278.13    -0.0009017    -0.0017986
      278.14    -0.0010611    -0.0019719
      278.15    -0.0009577    -0.0018564
      278.16    -0.0009750    -0.0018343
      278.17    -0.0010176    -0.0017520
      278.18    -0.0010849    -0.0018697
      278.19    -0.0009964    -0.0019159
      278.21    -0.0011378    -0.0017988
      278.22    -0.0011709    -0.0014366
      278.23    -0.0011151    -0.0018529
      278.24    -0.0011209    -0.0017335
      278.25    -0.0009594    -0.0015618
      278.26    -0.0008699    -0.0016783
      278.27    -0.0009180    -0.0017936
      278.28    -0.0010369    -0.0018037
      278.29    -0.0010063    -0.0017320
      278.30    -0.0009703    -0.0014911
      278.32    -0.0009762    -0.0018948
      278.33    -0.0009852    -0.0017394
      278.34    -0.0009041    -0.0017690
      278.35    -0.0009025    -0.0016504
      278.36    -0.0009374    -0.0019474
      278.37    -0.0010389    -0.0018757
      278.38    -0.0010289    -0.0017327
      278.39    -0.0010290    -0.0019779
      278.40    -0.0010248    -0.0018616
      278.41    -0.0011933    -0.0017364
      278.43    -0.0008779    -0.0018937
      278.44    -0.0009677    -0.0017957
      278.45    -0.0011029    -0.0017879
      278.46    -0.0009646    -0.0018109
      278.47    -0.0009239    -0.0017216
      278.48    -0.0009726    -0.0019970
      278.49    -0.0010396    -0.0017937
      278.50    -0.0009195    -0.0017056
      278.51    -0.0009971    -0.0018752
      278.52    -0.0008858    -0.0018717
      278.54    -0.0011483    -0.0019460
      278.55    -0.0010465    -0.0018898
      278.56    -0.0010830    -0.0017013
      278.57    -0.0010441    -0.0017637
      278.58    -0.0008974    -0.0018314
      278.59    -0.0009873    -0.0019409
      278.60    -0.0012265    -0.0018541
      278.61    -0.0011023    -0.0016737
      278.62    -0.0011070    -0.0018345
      278.63    -0.0010072    -0.0018642
      278.65    -0.0009210    -0.0016919
      278.66    -0.0013051    -0.0017855
      278.67    -0.0009032    -0.0017487
      278.68    -0.0010760    -0.0018363
      278.69    -0.0008398    -0.0017948
      278.70    -0.0009487    -0.0017073
      278.71    -0.0011720    -0.0019006
      278.72    -0.0012193    -0.0017603
      278.73    -0.0009733    -0.0019392
      278.74    -0.0009906    -0.0018093
      278.76    -0.0012015    -0.0017632
      278.77    -0.0010076    -0.0019137
      278.78    -0.0010934    -0.0019406
      278.79    -0.0010560    -0.0018868
      278.80    -0.0011546    -0.0016326
      278.81    -0.0011788    -0.0015847
      278.82    -0.0010257    -0.0019062
      278.83    -0.0009266    -0.0019442
      278.84    -0.0009752    -0.0015162
      278.85    -0.0010947    -0.0019334
      278.87    -0.0009382    -0.0013606
      278.88    -0.0010818    -0.0017181
      278.89    -0.0009559    -0.0019129
      278.90    -0.0012350    -0.0016993
      278.91    -0.0007962    -0.0017010
      278.92    -0.0011070    -0.0016247
      278.93    -0.0008760    -0.0018729
      278.94    -0.0010990    -0.0016267
      278.95    -0.0010726    -0.0019200
      278.96    -0.0010147    -0.0015463
      278.98    -0.0011871    -0.0017777
      278.99    -0.0009635    -0.0017394
      279.00    -0.0012045    -0.0018811
      279.01    -0.0011833    -0.0015711
      279.02    -0.0009531    -0.0017958
      279.03    -0.0010600    -0.0018014
      279.04    -0.0008474    -0.0016700
      279.05    -0.0010855    -0.0016738
      279.06    -0.0010763    -0.0016951
      279.07    -0.0010410    -0.0018336
      279.09    -0.0012059    -0.0017917
      279.10    -0.0011097    -0.0015219
      279.11    -0.0011658    -0.0016442
      279.12    -0.0010688    -0.0016969
      279.13    -0.0011028    -0.0017805
      279.14    -0.0012032    -0.0018629
      279.15    -0.0011466    -0.0018150
      279.16    -0.0011082    -0.0018093
      279.17    -0.0011797    -0.0017493
      279.18    -0.0011538    -0.0017253
      279.20    -0.0011660    -0.0016376
      279.21    -0.0011282    -0.0016264
      279.22    -0.0011923    -0.0016939
      279.23    -0.0011098    -0.0017485
      279.24    -0.0010283    -0.0017277
      279.25    -0.0011057    -0.0018251
      279.26    -0.0011867    -0.0015957
      279.27    -0.0008315    -0.0018020
      279.28    -0.0010617    -0.0016896
      279.29    -0.0011843    -0.0016508
      279.31    -0.0008905    -0.0016512
      279.32    -0.0011345    -0.0016634
      279.33    -0.0012178    -0.0016437
      279.34    -0.0011394    -0.0015824
      279.35    -0.0011446    -0.0018369
      279.36    -0.0011811    -0.0017338
      279.37    -0.0012132    -0.0018630
      279.38    -0.0011012    -0.0016611
      279.39    -0.0011242    -0.0017201
      279.40    -0.0010188    -0.0014908
      279.42    -0.0010326    -0.0016973
      279.43    -0.0011576    -0.0018155
      279.44    -0.0010834    -0.0016963
      279.45    -0.0011210    -0.0016875
      279.46    -0.0009913    -0.0019009
      279.47    -0.0010134    -0.0015953
      279.48    -0.0011381    -0.0017908
      279.49    -0.0011138    -0.0014924
      279.50    -0.0008860    -0.0017781
      279.51    -0.0010220    -0.0014139
      279.53    -0.0012372    -0.0016979
      279.54    -0.0010311    -0.0018006
      279.55    -0.0012542    -0.0015914
      279.56    -0.0010778    -0.0016488
      279.57    -0.0008794    -0.0014558
      279.58    -0.0012009    -0.0016321
      279.59    -0.0010860    -0.0017813
      279.60    -0.0012103    -0.0015630
      279.61    -0.0009791    -0.0016317
      279.62    -0.0011059    -0.0017369
      279.64    -0.0010801    -0.0014906
      279.65    -0.0011845    -0.0016209
      279.66    -0.0009250    -0.0016556
      279.67    -0.0012257    -0.0014641
      279.68    -0.0009980    -0.0015817
      279.69    -0.0010726    -0.0015976
      279.70    -0.0010816    -0.0017989
      279.71    -0.0011298    -0.0015427
      279.72    -0.0007939    -0.0015403
      279.73    -0.0010113    -0.0015362
      279.75    -0.0010201    -0.0018385
      279.76    -0.0011805    -0.0014831
      279.77    -0.0010657    -0.0014745
      279.78    -0.0010168    -0.0016645
      279.79    -0.0012104    -0.0016717
      279.80    -0.0009265    -0.0014825
      279.81    -0.0007834    -0.0015637
      279.82    -0.0010516    -0.0014295
      279.83    -0.0009120    -0.0016309
      279.84    -0.0011520    -0.0015425
      279.86    -0.0008967    -0.0016994
      279.87    -0.0009059    -0.0016244
      279.88    -0.0009764    -0.0015106
      279.89    -0.0008231    -0.0017902
      279.90    -0.0011603    -0.0013427
      279.91    -0.0008731    -0.0016053
      279.92    -0.0009406    -0.0017154
      279.93    -0.0009661    -0.0013763
      279.94    -0.0009457    -0.0016706
      279.95    -0.0010799    -0.0015257
      279.97    -0.0011523    -0.0015545
      279.98    -0.0011066    -0.0017547
      279.99    -0.0012717    -0.0015884
      280.00    -0.0010021    -0.0014233
      280.01    -0.0010352    -0.0017059
      280.02    -0.0008433    -0.0015192
      280.03    -0.0011177    -0.0015512
      280.04    -0.0009335    -0.0015298
      280.05    -0.0008723    -0.0015130
      280.06    -0.0009794    -0.0015179
      280.08    -0.0009228    -0.0014103
      280.09    -0.0010125    -0.0014402
      280.10    -0.0013433    -0.0016347
      280.11    -0.0008706    -0.0016846
      280.12    -0.0008914    -0.0016212
      280.13    -0.0011166    -0.0014504
      280.14    -0.0009004    -0.0016815
      280.15    -0.0010913    -0.0018251
      280.16    -0.0009024    -0.0014630
      280.17    -0.0009345    -0.0017051
      280.19    -0.0009360    -0.0016081
      280.20    -0.0011960    -0.0015063
      280.21    -0.0010625    -0.0016049
      280.22    -0.0011022    -0.0014133
      280.23    -0.0011906    -0.0015303
      280.24    -0.0010151    -0.0015745
      280.25    -0.0008818    -0.0017151
      280.26    -0.0010117    -0.0014745
      280.27    -0.0009536    -0.0014214
      280.28    -0.0011652    -0.0015644
      280.30    -0.0007847    -0.0014245
      280.31    -0.0010504    -0.0013881
      280.32    -0.0007957    -0.0017052
      280.33    -0.0008738    -0.0014522
      280.34    -0.0010934    -0.0016380
      280.35    -0.0008941    -0.0015668
      280.36    -0.0008053    -0.0014670
      280.37    -0.0010292    -0.0013521
      280.38    -0.0009414    -0.0018190
      280.39    -0.0008716    -0.0015767
      280.41    -0.0011181    -0.0014773
      280.42    -0.0009802    -0.0016207
      280.43    -0.0009084    -0.0015230
      280.44    -0.0008872    -0.0015963
      280.45    -0.0008652    -0.0015412
      280.46    -0.0008148    -0.0013978
      280.47    -0.0011924    -0.0016057
      280.48    -0.0009371    -0.0015022
      280.49    -0.0009986    -0.0015596
      280.50    -0.0009326    -0.0015006
      280.52    -0.0010829    -0.0016416
      280.53    -0.0010260    -0.0015322
      280.54    -0.0010293    -0.0016305
      280.55    -0.0009842    -0.0015009
      280.56    -0.0009367    -0.0013023
      280.57    -0.0010540    -0.0014768
      280.58    -0.0010837    -0.0015070
      280.59    -0.0010913    -0.0014926
      280.60    -0.0006731    -0.0016195
      280.61    -0.0009290    -0.0014940
      280.63    -0.0011326    -0.0015105
      280.64    -0.0008850    -0.0015072
      280.65    -0.0009626    -0.0015429
      280.66    -0.0009840    -0.0014859
      280.67    -0.0008962    -0.0013464
      280.68    -0.0012062    -0.0014618
      280.69    -0.0010514    -0.0014009
      280.70    -0.0009370    -0.0016857
      280.71    -0.0010989    -0.0014675
      280.72    -0.0009177    -0.0016271
      280.74    -0.0009304    -0.0015679
      280.75    -0.0010026    -0.0014878
      280.76    -0.0009106    -0.0015657
      280.77    -0.0008618    -0.0014543
      280.78    -0.0009337    -0.0013404
      280.79    -0.0009446    -0.0015625
      280.80    -0.0006850    -0.0014943
      280.81    -0.0008724    -0.0017444
      280.82    -0.0009671    -0.0015080
      280.83    -0.0009488    -0.0014255
      280.85    -0.0009697    -0.0014164
      280.86    -0.0008318    -0.0015903
      280.87    -0.0008067    -0.0014454
      280.88    -0.0010443    -0.0014857
      280.89    -0.0008109    -0.0015893
      280.90    -0.0009747    -0.0013362
      280.91    -0.0010808    -0.0014571
      280.92    -0.0009624    -0.0017115
      280.93    -0.0009544    -0.0015038
      280.94    -0.0010953    -0.0016940
      280.96    -0.0010399    -0.0015476
      280.97    -0.0010569    -0.0015487
      280.98    -0.0009476    -0.0014574
      280.99    -0.0010048    -0.0013822
      281.00    -0.0010156    -0.0013936
      281.01    -0.0008218    -0.0015391
      281.02    -0.0007746    -0.0015420
      281.03    -0.0007175    -0.0012187
      281.04    -0.0009979    -0.0015569
      281.05    -0.0008626    -0.0014008
      281.07    -0.0008679    -0.0016635
      281.08    -0.0008280    -0.0015735
      281.09    -0.0009260    -0.0016138
      281.10    -0.0009115    -0.0015834
      281.11    -0.0006487    -0.0013287
      281.12    -0.0010689    -0.0015418
      281.13    -0.0008264    -0.0015967
      281.14    -0.0009088    -0.0013952
