frequency    real         imag
      292.03    -0.0006221     0.0007497
      292.05    -0.0007744     0.0005590
      292.08    -0.0007238     0.0007296
      292.10    -0.0006805     0.0007436
      292.13    -0.0006236     0.0007430
      292.15    -0.0008400     0.0007007
      292.18    -0.0005739     0.0004816
      292.21    -0.0007055     0.0007032
      292.23    -0.0006751     0.0007271
      292.26    -0.0007841     0.0006499
      292.28    -0.0005736     0.0004969
      292.31    -0.0005814     0.0007391
      292.33    -0.0007416     0.0007166
      292.36    -0.0006266     0.0005830
      292.38    -0.0006461     0.0007239
      292.41    -0.0006298     0.0007264
      292.43    -0.0006207     0.0006271
      292.46    -0.0006697     0.0006977
      292.48    -0.0005651     0.0006524
      292.51    -0.0006075     0.0008684
      292.53    -0.0006747     0.0006487
      292.56    -0.0006968     0.0007803
      292.58    -0.0006794     0.0007283
      292.61    -0.0006570     0.0006322
      292.63    -0.0007611     0.0006548
      292.66    -0.0005995     0.0006524
      292.68    -0.0007310     0.0006859
      292.71    -0.0007685     0.0007304
      292.73    -0.0007161     0.0007644
      292.76    -0.0006440     0.0006678
      292.78    -0.0006136     0.0005827
      292.81    -0.0007100     0.0006604
      292.84    -0.0006061     0.0008001
      292.86    -0.0005281     0.0006588
      292.89    -0.0006029     0.0006753
      292.91    -0.0006066     0.0007667
      292.94    -0.0005268     0.0006185
      292.96    -0.0006802     0.0008476
      292.99    -0.0007025     0.0005994
      293.01    -0.0005837     0.0006178
      293.04    -0.0006283     0.0006533
      293.06    -0.0006672     0.0007133
      293.09    -0.0006367     0.0006040
      293.11    -0.0007583     0.0006408
      293.14    -0.0005242     0.0007848
      293.16    -0.0004619     0.0006185
      293.19    -0.0005288     0.0008335
      293.21    -0.0007971     0.0007948
      293.24    -0.0006523     0.0007040
      293.26    -0.0005001     0.0006763
      293.29    -0.0006001     0.0005449
      293.31    -0.0005590     0.0007949
      293.34    -0.0006567     0.0006035
      293.36    -0.0006156     0.0007351
      293.39    -0.0006820     0.0007686
      293.41    -0.0007167     0.0006295
      293.44    -0.0007100     0.0007021
      293.47    -0.0006219     0.0007037
      293.49    -0.0006003     0.0006960
      293.52    -0.0005461     0.0006765
      293.54    -0.0005918     0.0006123
      293.57    -0.0006427     0.0006655
      293.59    -0.0005022     0.0006760
      293.62    -0.0005078     0.0006806
      293.64    -0.0006286     0.0009267
      293.67    -0.0005821     0.0007607
      293.69    -0.0006903     0.0007221
      293.72    -0.0004855     0.0008664
      293.74    -0.0005785     0.0008642
      293.77    -0.0006959     0.0007295
      293.79    -0.0003503     0.0007068
      293.82    -0.0004785     0.0007877
      293.84    -0.0004167     0.0009194
      293.87    -0.0004868     0.0008253
      293.89    -0.0003896     0.0007400
      293.92    -0.0004340     0.0006603
      293.94    -0.0004994     0.0006843
      293.97    -0.0003427     0.0007502
      293.99    -0.0003396     0.0006857
      294.02    -0.0002534     0.0008515
      294.05    -0.0003829     0.0008597
      294.07    -0.0003041     0.0005625
      294.10    -0.0002061     0.0006189
      294.12    -0.0001582     0.0007078
      294.15    -0.0001522     0.0007533
      294.17    -0.0001634     0.0008578
      294.20    -0.0001497     0.0007838
      294.22    -0.0003068     0.0006540
      294.25    -0.0002399     0.0006727
      294.27    -0.0001852     0.0007026
      294.30    -0.0002154     0.0006278
      294.32    -0.0001745     0.0007345
      294.35    -0.0000955     0.0007100
      294.37    -0.0000044     0.0005939
      294.40     0.0000244     0.0007164
      294.42    -0.0000112     0.0005463
      294.45     0.0000521     0.0006779
      294.47    -0.0000285     0.0006665
      294.50    -0.0000273     0.0006344
      294.52     0.0000741     0.0005470
      294.55    -0.0000290     0.0005952
      294.57     0.0000606     0.0005641
      294.60    -0.0000511     0.0004823
      294.62    -0.0000153     0.0003434
      294.65     0.0001733     0.0005014
      294.68     0.0001957     0.0005573
      294.70     0.0001960     0.0005663
      294.73     0.0001597     0.0004491
      294.75     0.0002077     0.0004787
      294.78     0.0003649     0.0005637
      294.80     0.0003165     0.0005535
      294.83     0.0002074     0.0005958
      294.85     0.0002251     0.0003699
      294.88     0.0002698     0.0002952
      294.90     0.0002844     0.0004689
      294.93     0.0002480     0.0004014
      294.95     0.0003055     0.0003871
      294.98     0.0002951     0.0002760
      295.00     0.0004027     0.0001865
      295.03     0.0004746     0.0002272
      295.05     0.0003438     0.0002475
      295.08     0.0005197     0.0002616
      295.10     0.0004302     0.0000995
      295.13     0.0004172     0.0000925
      295.15     0.0006608     0.0001035
      295.18     0.0007229     0.0001436
      295.20     0.0005764     0.0001769
      295.23     0.0008059    -0.0000470
      295.25     0.0005443    -0.0000052
      295.28     0.0007184    -0.0001959
      295.31     0.0007516    -0.0002540
      295.33     0.0007662    -0.0003542
      295.36     0.0008768    -0.0002858
      295.38     0.0007961    -0.0003134
      295.41     0.0007298    -0.0003677
      295.43     0.0006996    -0.0004973
      295.46     0.0007182    -0.0004112
      295.48     0.0007833    -0.0004891
      295.51     0.0007036    -0.0005926
      295.53     0.0008858    -0.0006667
      295.56     0.0008304    -0.0006985
      295.58     0.0007171    -0.0007746
      295.61     0.0006891    -0.0008203
      295.63     0.0006448    -0.0008494
      295.66     0.0007129    -0.0008664
      295.68     0.0007939    -0.0007145
      295.71     0.0007418    -0.0009257
      295.73     0.0008150    -0.0010898
      295.76     0.0008401    -0.0010381
      295.78     0.0006967    -0.0010835
      295.81     0.0007179    -0.0011041
      295.83     0.0007560    -0.0011066
      295.86     0.0010241    -0.0011874
      295.88     0.0008636    -0.0014801
      295.91     0.0008409    -0.0012388
      295.94     0.0008996    -0.0012543
      295.96     0.0007242    -0.0015534
      295.99     0.0008163    -0.0014034
      296.01     0.0008318    -0.0016945
      296.04     0.0008597    -0.0016682
      296.06     0.0008421    -0.0016628
      296.09     0.0007698    -0.0017818
      296.11     0.0008247    -0.0019800
      296.14     0.0008353    -0.0020475
      296.16     0.0007911    -0.0019801
      296.19     0.0007633    -0.0021517
      296.21     0.0005618    -0.0022409
      296.24     0.0005367    -0.0021424
      296.26     0.0004912    -0.0023925
      296.29     0.0003663    -0.0024706
      296.31     0.0004699    -0.0024884
      296.34     0.0004489    -0.0025433
      296.36     0.0004023    -0.0024896
      296.39     0.0003863    -0.0025243
      296.41     0.0002139    -0.0026416
      296.44     0.0001706    -0.0027664
      296.46     0.0001678    -0.0026705
      296.49     0.0000337    -0.0028177
      296.51     0.0001445    -0.0026757
      296.54     0.0000056    -0.0027470
      296.57    -0.0000904    -0.0027630
      296.59     0.0000671    -0.0027530
      296.62    -0.0000372    -0.0027422
      296.64    -0.0000971    -0.0028598
      296.67    -0.0000372    -0.0029545
      296.69    -0.0001540    -0.0029179
      296.72    -0.0002341    -0.0029313
      296.74    -0.0001404    -0.0032134
      296.77    -0.0001656    -0.0031552
      296.79    -0.0002283    -0.0033243
      296.82    -0.0003441    -0.0033158
      296.84    -0.0002475    -0.0033583
      296.87    -0.0003955    -0.0034255
      296.89    -0.0002838    -0.0035393
      296.92    -0.0003197    -0.0035373
      296.94    -0.0005446    -0.0035693
      296.97    -0.0004024    -0.0035868
      296.99    -0.0004654    -0.0036593
      297.02    -0.0005768    -0.0038155
      297.04    -0.0007444    -0.0038425
      297.07    -0.0007844    -0.0039985
      297.09    -0.0008353    -0.0040235
      297.12    -0.0008896    -0.0040990
      297.14    -0.0007336    -0.0041698
      297.17    -0.0010019    -0.0040696
      297.20    -0.0010481    -0.0041188
      297.22    -0.0011030    -0.0042346
      297.25    -0.0010905    -0.0042424
      297.27    -0.0013083    -0.0043297
      297.30    -0.0013817    -0.0043983
      297.32    -0.0015290    -0.0043154
      297.35    -0.0016067    -0.0042042
      297.37    -0.0017212    -0.0044286
      297.40    -0.0017680    -0.0046185
      297.42    -0.0017515    -0.0046724
      297.45    -0.0019231    -0.0046504
      297.47    -0.0019253    -0.0044500
      297.50    -0.0020326    -0.0045411
      297.52    -0.0020170    -0.0046291
      297.55    -0.0022412    -0.0045488
      297.57    -0.0022299    -0.0045516
      297.60    -0.0022799    -0.0045484
      297.62    -0.0024987    -0.0047218
      297.65    -0.0025722    -0.0046648
      297.67    -0.0024844    -0.0046222
      297.70    -0.0027241    -0.0046786
      297.72    -0.0028080    -0.0045280
      297.75    -0.0030003    -0.0048098
      297.77    -0.0028149    -0.0048643
      297.80    -0.0031080    -0.0047308
      297.83    -0.0030708    -0.0046232
      297.85    -0.0030697    -0.0048315
      297.88    -0.0030946    -0.0046964
      297.90    -0.0031881    -0.0045734
      297.93    -0.0031992    -0.0046984
      297.95    -0.0035528    -0.0046195
      297.98    -0.0033709    -0.0045497
      298.00    -0.0035698    -0.0045858
      298.03    -0.0035675    -0.0046133
      298.05    -0.0036313    -0.0045697
      298.08    -0.0037128    -0.0044545
      298.10    -0.0035954    -0.0044975
      298.13    -0.0038628    -0.0043978
      298.15    -0.0038697    -0.0043841
      298.18    -0.0038170    -0.0044363
      298.20    -0.0039779    -0.0043528
      298.23    -0.0038716    -0.0042723
      298.25    -0.0038989    -0.0042236
      298.28    -0.0039429    -0.0043085
      298.30    -0.0039433    -0.0043571
      298.33    -0.0039759    -0.0042538
      298.35    -0.0039374    -0.0043962
      298.38    -0.0040630    -0.0041901
      298.41    -0.0040722    -0.0043563
      298.43    -0.0040589    -0.0042393
      298.46    -0.0040412    -0.0043327
      298.48    -0.0039107    -0.0044931
      298.51    -0.0040644    -0.0041936
      298.53    -0.0039067    -0.0042755
      298.56    -0.0038857    -0.0043322
      298.58    -0.0039535    -0.0042613
      298.61    -0.0040020    -0.0043807
      298.63    -0.0039559    -0.0043994
      298.66    -0.0039528    -0.0043554
      298.68    -0.0038368    -0.0045535
      298.71    -0.0039202    -0.0044904
      298.73    -0.0038675    -0.0045525
      298.76    -0.0037848    -0.0047354
      298.78    -0.0038398    -0.0046444
      298.81    -0.0038968    -0.0046551
      298.83    -0.0038774    -0.0050022
      298.86    -0.0037004    -0.0048475
      298.88    -0.0037563    -0.0048939
      298.91    -0.0037392    -0.0052000
      298.93    -0.0036506    -0.0051858
      298.96    -0.0037561    -0.0053317
      298.98    -0.0036535    -0.0053576
      299.01    -0.0036265    -0.0055233
      299.04    -0.0037034    -0.0057799
      299.06    -0.0036759    -0.0059795
      299.09    -0.0036492    -0.0061267
      299.11    -0.0037740    -0.0064449
      299.14    -0.0036035    -0.0064874
      299.16    -0.0037288    -0.0064926
      299.19    -0.0038804    -0.0068508
      299.21    -0.0039892    -0.0067998
      299.24    -0.0038917    -0.0071722
      299.26    -0.0038735    -0.0072957
      299.29    -0.0040512    -0.0076371
      299.31    -0.0041330    -0.0077191
      299.34    -0.0042932    -0.0076901
      299.36    -0.0044407    -0.0081312
      299.39    -0.0045244    -0.0081477
      299.41    -0.0046191    -0.0084315
      299.44    -0.0047707    -0.0086876
      299.46    -0.0050208    -0.0089498
      299.49    -0.0050917    -0.0091435
      299.51    -0.0052844    -0.0093095
      299.54    -0.0053980    -0.0094893
      299.56    -0.0054292    -0.0094594
      299.59    -0.0056176    -0.0098392
      299.61    -0.0059992    -0.0100290
      299.64    -0.0061794    -0.0101431
      299.67    -0.0063544    -0.0102753
      299.69    -0.0065564    -0.0105818
      299.72    -0.0069373    -0.0106024
      299.74    -0.0070229    -0.0108527
      299.77    -0.0073574    -0.0109655
      299.79    -0.0074497    -0.0111331
      299.82    -0.0077381    -0.0113481
      299.84    -0.0081011    -0.0115633
      299.87    -0.0081562    -0.0117016
      299.89    -0.0084896    -0.0118938
      299.92    -0.0086219    -0.0119901
      299.94    -0.0091641    -0.0121632
      299.97    -0.0091342    -0.0123345
      299.99    -0.0092571    -0.0124890
      300.02    -0.0096612    -0.0126291
      300.04    -0.0098160    -0.0128926
      300.07    -0.0100075    -0.0131289
      300.09    -0.0104368    -0.0131168
      300.12    -0.0108385    -0.0134076
      300.14    -0.0110035    -0.0134721
      300.17    -0.0113249    -0.0137817
      300.19    -0.0116220    -0.0138912
      300.22    -0.0118287    -0.0140663
      300.24    -0.0120347    -0.0142094
      300.27    -0.0124564    -0.0144349
      300.30    -0.0126674    -0.0145393
      300.32    -0.0131201    -0.0149311
      300.35    -0.0133207    -0.0152063
      300.37    -0.0136839    -0.0154035
      300.40    -0.0142011    -0.0157101
      300.42    -0.0143779    -0.0161013
      300.45    -0.0148716    -0.0162980
      300.47    -0.0152489    -0.0165190
      300.50    -0.0156022    -0.0170323
      300.52    -0.0160857    -0.0174382
      300.55    -0.0164197    -0.0178157
      300.57    -0.0168436    -0.0180578
      300.60    -0.0174059    -0.0185256
      300.62    -0.0180068    -0.0189879
      300.65    -0.0183439    -0.0195265
      300.67    -0.0190737    -0.0199467
      300.70    -0.0195917    -0.0204582
      300.72    -0.0203092    -0.0212598
      300.75    -0.0209612    -0.0216137
      300.77    -0.0216066    -0.0225491
      300.80    -0.0223358    -0.0234003
      300.82    -0.0234536    -0.0239902
      300.85    -0.0242862    -0.0249829
      300.87    -0.0252570    -0.0260445
      300.90    -0.0265885    -0.0273357
      300.93    -0.0280336    -0.0285332
      300.95    -0.0293606    -0.0300588
      300.98    -0.0312343    -0.0315104
      301.00    -0.0333035    -0.0333292
      301.03    -0.0353978    -0.0358597
      301.05    -0.0383838    -0.0382533
      301.08    -0.0418454    -0.0416052
      301.10    -0.0463015    -0.0457000
      301.13    -0.0532794    -0.0506138
      301.15    -0.0637969    -0.0546482
      301.18    -0.0735140    -0.0612319
      301.20    -0.0989613    -0.0702440
      301.23    -0.1364996    -0.0711087
      301.25    -0.2022414    -0.0395635
      301.28    -0.2511995     0.0875896
      301.30    -0.0978402     0.2551737
      301.33     0.1246296     0.0747014
      301.35    -0.0573826    -0.0205376
      301.38    -0.0087443    -0.0066117
      301.40    -0.0478749    -0.0119506
      301.43    -0.0819339    -0.0312184
      301.45    -0.1277367    -0.0324749
      301.48    -0.2026929     0.0104120
      301.50    -0.2484830     0.1604866
      301.53    -0.0551427     0.3424314
      301.56     0.1866161     0.1241989
      301.58    -0.0073172     0.0381318
      301.61     0.0529831     0.0461304
      301.63     0.0254212     0.0470185
      301.66     0.0168759     0.0339353
      301.68     0.0136234     0.0278442
      301.71     0.0111689     0.0238010
      301.73     0.0080676     0.0195057
      301.76     0.0057004     0.0171732
      301.78     0.0033194     0.0143814
      301.81     0.0013217     0.0121369
      301.83    -0.0004538     0.0106273
      301.86    -0.0019927     0.0087562
      301.88    -0.0039130     0.0071170
      301.91    -0.0055599     0.0059510
      301.93    -0.0068961     0.0046627
      301.96    -0.0083540     0.0035792
      301.98    -0.0096914     0.0026112
      302.01    -0.0111707     0.0016997
      302.03    -0.0125425     0.0007626
      302.06    -0.0137523     0.0000841
      302.08    -0.0148860    -0.0008703
      302.11    -0.0163760    -0.0015036
      302.14    -0.0176189    -0.0022541
      302.16    -0.0189911    -0.0028550
      302.19    -0.0203543    -0.0035069
      302.21    -0.0217685    -0.0042097
      302.24    -0.0226527    -0.0048435
      302.26    -0.0243574    -0.0054085
      302.29    -0.0257103    -0.0058379
      302.31    -0.0272321    -0.0064017
      302.34    -0.0286442    -0.0067719
      302.36    -0.0300193    -0.0072770
      302.39    -0.0317182    -0.0077527
      302.41    -0.0334837    -0.0082783
      302.44    -0.0350901    -0.0086813
      302.46    -0.0367533    -0.0090498
      302.49    -0.0385273    -0.0092830
      302.51    -0.0405801    -0.0095683
      302.54    -0.0423242    -0.0099010
      302.56    -0.0445890    -0.0102341
      302.59    -0.0464622    -0.0105668
      302.61    -0.0487420    -0.0111245
      302.64    -0.0512156    -0.0111198
      302.66    -0.0537122    -0.0114312
      302.69    -0.0561375    -0.0113936
      302.71    -0.0588598    -0.0118358
      302.74    -0.0616338    -0.0119801
      302.77    -0.0649170    -0.0121116
      302.79    -0.0681620    -0.0123789
      302.82    -0.0716049    -0.0123930
      302.84    -0.0752946    -0.0122602
      302.87    -0.0790248    -0.0123294
      302.89    -0.0835007    -0.0124439
      302.92    -0.0880552    -0.0125219
      302.94    -0.0932348    -0.0123525
      302.97    -0.0987861    -0.0122043
      302.99    -0.1046078    -0.0114402
      303.02    -0.1111509    -0.0113827
      303.04    -0.1189466    -0.0113271
      303.07    -0.1274044    -0.0104500
      303.09    -0.1371600    -0.0099504
      303.12    -0.1491776    -0.0086630
      303.14    -0.1643630    -0.0055665
      303.17    -0.1799861    -0.0002828
      303.19    -0.2001871     0.0031592
      303.22    -0.2321233     0.0183307
      303.24    -0.2689850     0.0485700
      303.27    -0.2971406     0.1261589
      303.29    -0.2360950     0.2491588
      303.32    -0.0228815     0.2273023
      303.34    -0.0571668    -0.0493505
      303.37    -0.2432309     0.0399091
      303.40    -0.2442346     0.0083465
      303.42    -0.3043005     0.0387452
      303.45    -0.3823346     0.0644552
      303.47    -0.4606837     0.1132375
      303.50    -0.5657883     0.1672793
      303.52    -0.7339728     0.3243702
      303.55    -0.7721606     0.5408769
      303.57    -0.5743445     0.8134065
      303.60    -0.0448234     1.0068157
      303.62     0.7143005     0.6903747
      303.65     0.8665056    -0.2096823
      303.67     0.4959947     0.1878643
      303.70     0.5335410    -0.0065327
      303.72     0.4479711     0.0381799
      303.75     0.3730109     0.0273313
      303.77     0.3286071     0.0139814
      303.80     0.2879192     0.0021724
      303.82     0.2570946     0.0049716
      303.85     0.2369146    -0.0005638
      303.87     0.2173001    -0.0015674
      303.90     0.2004957    -0.0033132
      303.92     0.1866974    -0.0049125
      303.95     0.1749563    -0.0066643
      303.97     0.1634528    -0.0069473
      304.00     0.1547375    -0.0075697
      304.03     0.1461455    -0.0080464
      304.05     0.1390371    -0.0087094
      304.08     0.1324006    -0.0089963
      304.10     0.1265097    -0.0092995
      304.13     0.1207505    -0.0095993
      304.15     0.1160295    -0.0097047
      304.18     0.1115852    -0.0100156
      304.20     0.1075008    -0.0102191
      304.23     0.1039748    -0.0103442
      304.25     0.1001611    -0.0106854
      304.28     0.0969858    -0.0109091
      304.30     0.0938911    -0.0109637
      304.33     0.0911220    -0.0113716
      304.35     0.0885455    -0.0116409
      304.38     0.0859867    -0.0117357
      304.40     0.0835030    -0.0121134
      304.43     0.0814099    -0.0122323
      304.45     0.0792465    -0.0125388
      304.48     0.0772829    -0.0128455
      304.50     0.0753174    -0.0128380
      304.53     0.0732482    -0.0132446
      304.55     0.0716075    -0.0133636
      304.58     0.0698472    -0.0136768
      304.60     0.0682453    -0.0137529
      304.63     0.0665162    -0.0139233
      304.66     0.0651731    -0.0140317
      304.68     0.0635607    -0.0142416
      304.71     0.0620895    -0.0143321
      304.73     0.0606782    -0.0144148
      304.76     0.0593278    -0.0143205
      304.78     0.0580724    -0.0144719
      304.81     0.0569631    -0.0147262
      304.83     0.0556705    -0.0147735
      304.86     0.0545004    -0.0146632
      304.88     0.0534194    -0.0147238
      304.91     0.0522438    -0.0147207
      304.93     0.0513735    -0.0148745
      304.96     0.0501706    -0.0148377
      304.98     0.0494566    -0.0148290
      305.01     0.0485773    -0.0147821
      305.03     0.0475177    -0.0146689
      305.06     0.0465602    -0.0147821
      305.08     0.0458840    -0.0148892
      305.11     0.0448904    -0.0145947
      305.13     0.0441917    -0.0147397
      305.16     0.0435767    -0.0146583
      305.18     0.0427603    -0.0146975
      305.21     0.0420035    -0.0147117
      305.23     0.0411302    -0.0147228
      305.26     0.0406444    -0.0146815
      305.29     0.0398347    -0.0145992
      305.31     0.0391461    -0.0146817
      305.34     0.0386934    -0.0146590
      305.36     0.0378550    -0.0144934
      305.39     0.0372291    -0.0144666
      305.41     0.0366652    -0.0143712
      305.44     0.0363228    -0.0143041
      305.46     0.0355897    -0.0141377
      305.49     0.0351921    -0.0143018
      305.51     0.0345665    -0.0143295
      305.54     0.0340622    -0.0141597
      305.56     0.0335692    -0.0142137
      305.59     0.0329713    -0.0140010
      305.61     0.0326412    -0.0140925
      305.64     0.0321142    -0.0139093
      305.66     0.0316241    -0.0138561
      305.69     0.0312404    -0.0139079
      305.71     0.0306538    -0.0138757
      305.74     0.0302588    -0.0136512
      305.76     0.0298205    -0.0134852
      305.79     0.0294369    -0.0135467
      305.81     0.0291481    -0.0134720
      305.84     0.0285662    -0.0134261
      305.86     0.0282598    -0.0132206
      305.89     0.0280359    -0.0133427
      305.92     0.0275365    -0.0131636
      305.94     0.0272227    -0.0131429
      305.97     0.0268796    -0.0131066
      305.99     0.0265128    -0.0129634
      306.02     0.0261546    -0.0129021
      306.04     0.0258587    -0.0127047
      306.07     0.0255558    -0.0128491
      306.09     0.0253131    -0.0125746
      306.12     0.0250299    -0.0126722
      306.14     0.0245466    -0.0124009
      306.17     0.0243606    -0.0123832
      306.19     0.0241018    -0.0124070
      306.22     0.0237375    -0.0121514
      306.24     0.0235548    -0.0121417
      306.27     0.0233311    -0.0120228
      306.29     0.0227881    -0.0119457
      306.32     0.0226921    -0.0118786
      306.34     0.0225557    -0.0117158
      306.37     0.0221476    -0.0118110
      306.39     0.0219785    -0.0115941
      306.42     0.0218924    -0.0113663
      306.44     0.0216872    -0.0114394
      306.47     0.0213911    -0.0113004
      306.50     0.0211026    -0.0112112
      306.52     0.0210019    -0.0111789
      306.55     0.0207323    -0.0110417
      306.57     0.0208002    -0.0108005
      306.60     0.0205607    -0.0107558
      306.62     0.0203959    -0.0106246
      306.65     0.0200584    -0.0106163
      306.67     0.0201124    -0.0104824
      306.70     0.0199974    -0.0104071
      306.72     0.0196038    -0.0103827
      306.75     0.0197289    -0.0103106
      306.77     0.0194661    -0.0102072
      306.80     0.0192867    -0.0100658
      306.82     0.0192738    -0.0099959
      306.85     0.0191621    -0.0100705
      306.87     0.0189869    -0.0101192
      306.90     0.0188329    -0.0099051
      306.92     0.0188822    -0.0097892
      306.95     0.0187081    -0.0097145
      306.97     0.0185930    -0.0097337
      307.00     0.0187022    -0.0097061
      307.02     0.0184599    -0.0096896
      307.05     0.0183774    -0.0093809
      307.07     0.0182134    -0.0094086
      307.10     0.0181329    -0.0095500
      307.13     0.0180592    -0.0093562
      307.15     0.0178669    -0.0093393
      307.18     0.0177109    -0.0094918
      307.20     0.0178217    -0.0093759
      307.23     0.0178139    -0.0093256
      307.25     0.0176248    -0.0092761
      307.28     0.0175138    -0.0092831
      307.30     0.0175618    -0.0091995
      307.33     0.0173135    -0.0088745
      307.35     0.0172756    -0.0089586
      307.38     0.0172217    -0.0089277
      307.40     0.0170735    -0.0089475
      307.43     0.0171971    -0.0088358
      307.45     0.0171591    -0.0087458
      307.48     0.0171806    -0.0088195
      307.50     0.0169719    -0.0086361
      307.53     0.0168634    -0.0085134
      307.55     0.0169373    -0.0087039
      307.58     0.0167716    -0.0087138
      307.60     0.0168996    -0.0084837
      307.63     0.0166322    -0.0084144
      307.65     0.0167255    -0.0084870
      307.68     0.0167570    -0.0084008
      307.70     0.0167965    -0.0084287
      307.73     0.0165629    -0.0083425
      307.76     0.0169090    -0.0083819
      307.78     0.0168174    -0.0082736
      307.81     0.0167713    -0.0082927
      307.83     0.0168444    -0.0081845
      307.86     0.0168489    -0.0081393
      307.88     0.0168439    -0.0079801
      307.91     0.0168420    -0.0081606
      307.93     0.0169736    -0.0082769
      307.96     0.0170132    -0.0080651
      307.98     0.0170514    -0.0081356
      308.01     0.0171257    -0.0081521
      308.03     0.0173208    -0.0082147
      308.06     0.0171429    -0.0081641
      308.08     0.0172047    -0.0081081
      308.11     0.0173350    -0.0084732
      308.13     0.0174081    -0.0085003
      308.16     0.0173876    -0.0083803
      308.18     0.0175070    -0.0086828
      308.21     0.0175572    -0.0088337
      308.23     0.0174335    -0.0085675
      308.26     0.0175659    -0.0087614
      308.28     0.0175955    -0.0089164
      308.31     0.0175791    -0.0091265
      308.33     0.0175903    -0.0093414
      308.36     0.0176372    -0.0092016
      308.39     0.0176114    -0.0094692
      308.41     0.0174313    -0.0096270
      308.44     0.0176547    -0.0098069
      308.46     0.0175232    -0.0098510
      308.49     0.0175000    -0.0099693
      308.51     0.0174563    -0.0100173
      308.54     0.0174937    -0.0100104
      308.56     0.0174198    -0.0100700
      308.59     0.0174194    -0.0102078
      308.61     0.0172584    -0.0100218
      308.64     0.0171368    -0.0101937
      308.66     0.0172862    -0.0104454
      308.69     0.0172839    -0.0103350
      308.71     0.0173213    -0.0103731
      308.74     0.0171831    -0.0105049
      308.76     0.0171913    -0.0103270
      308.79     0.0173004    -0.0104549
      308.81     0.0173670    -0.0105730
      308.84     0.0173547    -0.0105352
      308.86     0.0174833    -0.0105993
      308.89     0.0176122    -0.0107138
      308.91     0.0175744    -0.0105913
      308.94     0.0176875    -0.0107153
      308.96     0.0178178    -0.0107268
      308.99     0.0179834    -0.0107375
      309.02     0.0180810    -0.0109216
      309.04     0.0181212    -0.0111683
      309.07     0.0184778    -0.0110009
      309.09     0.0185383    -0.0112058
      309.12     0.0187158    -0.0112850
      309.14     0.0187318    -0.0113818
      309.17     0.0190441    -0.0113319
      309.19     0.0191691    -0.0117726
      309.22     0.0193926    -0.0117322
      309.24     0.0196669    -0.0121182
      309.27     0.0198901    -0.0121086
      309.29     0.0200452    -0.0124316
      309.32     0.0203938    -0.0124995
      309.34     0.0206535    -0.0126302
      309.37     0.0209619    -0.0129094
      309.39     0.0210861    -0.0131980
      309.42     0.0214902    -0.0134509
      309.44     0.0218699    -0.0136048
      309.47     0.0219624    -0.0139499
      309.49     0.0226409    -0.0143882
      309.52     0.0230727    -0.0146933
      309.54     0.0234903    -0.0150632
      309.57     0.0239499    -0.0153908
      309.59     0.0242349    -0.0158636
      309.62     0.0248435    -0.0162596
      309.65     0.0255250    -0.0168027
      309.67     0.0261514    -0.0173545
      309.70     0.0267932    -0.0181882
      309.72     0.0273925    -0.0188695
      309.75     0.0281906    -0.0195902
      309.77     0.0290932    -0.0202248
      309.80     0.0301207    -0.0211439
      309.82     0.0312327    -0.0223001
      309.85     0.0325276    -0.0236434
      309.87     0.0336549    -0.0249650
      309.90     0.0347755    -0.0262829
      309.92     0.0365490    -0.0280567
      309.95     0.0382402    -0.0299698
      309.97     0.0403519    -0.0323476
      310.00     0.0428584    -0.0352584
      310.02     0.0453415    -0.0388824
      310.05     0.0481823    -0.0431053
      310.07     0.0514959    -0.0482957
      310.10     0.0553168    -0.0550479
      310.12     0.0601087    -0.0641572
      310.15     0.0640532    -0.0771623
      310.17     0.0653345    -0.0955366
      310.20     0.0571922    -0.1163619
      310.23     0.0447951    -0.1250140
      310.25     0.0621070    -0.1347168
      310.28     0.0787085    -0.2070035
      310.30     0.0087326    -0.3106662
      310.33    -0.1736840    -0.3711264
      310.35    -0.4159094    -0.1919517
      310.38    -0.3149928     0.1345737
      310.40    -0.1081590     0.0799905
      310.43    -0.1148218     0.0654386
      310.45    -0.0833798     0.0513783
      310.48    -0.0675871     0.0465668
      310.50    -0.0569817     0.0423313
      310.53    -0.0478446     0.0387804
      310.55    -0.0411449     0.0341491
      310.58    -0.0365248     0.0316817
      310.60    -0.0321030     0.0289690
      310.63    -0.0284199     0.0270380
      310.65    -0.0255291     0.0252696
      310.68    -0.0227938     0.0237199
      310.70    -0.0204738     0.0223426
      310.73    -0.0184089     0.0211674
      310.75    -0.0166942     0.0200468
      310.78    -0.0150702     0.0190319
      310.80    -0.0137763     0.0181990
      310.83    -0.0122856     0.0173701
      310.86    -0.0111063     0.0167780
      310.88    -0.0099771     0.0158806
      310.91    -0.0090151     0.0154426
      310.93    -0.0081951     0.0148020
      310.96    -0.0071818     0.0142762
      310.98    -0.0064994     0.0137515
      311.01    -0.0055338     0.0132950
      311.03    -0.0049590     0.0127869
      311.06    -0.0040280     0.0123596
      311.08    -0.0034727     0.0118312
      311.11    -0.0028284     0.0112619
      311.13    -0.0021940     0.0110878
      311.16    -0.0015017     0.0106056
      311.18    -0.0011285     0.0101240
      311.21    -0.0006105     0.0095105
      311.23    -0.0001229     0.0093219
      311.26     0.0002570     0.0089494
      311.28     0.0004991     0.0085040
      311.31     0.0007427     0.0080818
